"fw","t1","t2","S","n_species","n_basal","n_nut","masses","biomasses","period"
68,15,20,1,60,20,2,"1.3221;1.5193;1.8824;1.9591;3.612;4.8568;7.1679;7.5036;11.8636;16.6769;28.6804;36.3985;40.4629;47.7404;54.0169;72.654;112.9105;122.2642;434.2581;452.7314;113.0248;114.6269;217.1804;242.7307;317.5283;436.9209;438.886;684.1741;842.7588;843.4256;911.2155;1730.1187;1949.4392;2489.0471;3044.5474;4384.1214;4777.2415;5341.2509;5487.5206;8485.3808;8847.3051;9184.9998;12711.3668;14013.9141;16974.4078;19169.2017;21233.1081;28288.6957;28996.1128;32275.2318;34924.1447;41849.7881;47343.6531;47787.2;60280.0547;77493.3979;79663.5624;80824.5827;80848.2358;97128.8771","2.6517;2.1327;2.1094;2.5681;2.1735;2.689;2.068;2.3185;2.7328;2.6423;2.9202;2.197;2.7652;2.8489;2.5637;2.9164;2.1391;2.0343;2.8382;2.4359;2.1862;2.4102;2.0514;2.5033;2.2172;2.914;2.4374;2.0906;2.3826;2.2878;2.3309;2.1994;2.4018;2.8858;2.36;2.0682;2.6328;2.5408;2.6213;2.9058;2.2016;2.1492;2.9849;2.2186;2.6642;2.5715;2.2639;2.8648;2.6229;2.233;2.3038;2.6033;2.6304;2.5587;2.7667;2.5518;2.2641;2.8079;2.0775;2.5363;2.2152;2.994","C;C;C;D;C;N;N;N;N;C;D;N;D;C;D;N;C;D;N;C;D;C;D;C;C;D;D;D;C;N;D;C;N;D;C;D;C;C;D;D"
69,15,20,1,60,20,2,"1.072;1.1142;1.6506;3.4136;5.5793;8.7137;10.0811;10.129;10.821;14.5841;19.2265;69.8119;75.4197;107.8458;130.7692;144.5719;170.2713;235.4781;272.2724;444.3496;108.5048;140.5524;197.2282;213.8297;241.8225;272.685;334.8528;348.7698;396.1663;588.3791;609.7013;617.7077;635.0103;659.3391;718.6241;817.8594;1022.2833;1092.4022;1176.5814;1450.1333;1634.7015;1641.0425;2605.3873;2702.1256;2714.6476;2991.6634;4312.3962;15032.6575;15050.5484;19601.3972;20761.7554;21886.1278;22935.0289;23426.2775;39246.4708;39329.1547;41673.0158;69942.9406;86290.0179;93547.678","2.856;2.5491;2.5216;2.8361;2.9758;2.2818;2.8709;2.8348;2.0996;2.3164;2.5484;2.3306;2.8996;2.8659;2.9073;2.1941;2.8453;2.1419;2.0292;2.5752;2.3366;2.9364;2.6009;2.4394;2.7522;2.2046;2.6958;2.9201;2.7089;2.5995;2.5651;2.4946;2.6624;2.2054;2.7649;2.0362;2.0546;2.9046;2.5562;2.6961;2.5025;2.4858;2.0488;2.9332;2.0187;2.1772;2.3453;2.223;2.3021;2.4609;2.1427;2.9427;2.7865;2.3409;2.0283;2.748;2.0005;2.6236;2.713;2.2472;2.9133;2.7922","D;N;D;C;C;C;D;C;N;D;N;D;D;D;C;N;D;N;D;N;C;N;N;D;N;C;C;C;C;N;C;C;D;C;N;N;C;N;C;N"
70,15,20,1,60,20,2,"1.1015;2.058;2.4765;5.678;7.4164;8.6589;9.5778;12.3956;15.664;20.4236;37.8844;46.8005;47.0121;89.6809;153.079;170.6653;261.8032;264.0659;315.2238;336.9245;121.5507;127.0317;147.335;234.1165;346.3398;361.9717;562.8108;581.7614;735.8219;844.0436;869.9353;1097.3029;1144.4004;1840.3403;2000.262;2580.8604;4159.1193;4247.2322;4623.9943;4628.9066;5367.6259;6730.81;6802.1326;7481.4969;8119.6755;8638.9136;8913.3832;9472.4455;12957.168;21423.0158;21664.6204;22949.8258;24606.0019;25818.3207;29021.8383;29972.4339;30350.2437;39948.2643;80575.6207;98654.9272","2.5055;2.0907;2.7512;2.3537;2.248;2.0143;2.8688;2.9558;2.8468;2.7145;2.6017;2.5566;2.9185;2.4636;2.2367;2.5517;2.7006;2.3262;2.7427;2.7278;2.4463;2.1787;2.9221;2.0805;2.6755;2.6479;2.4923;2.2009;2.7075;2.5374;2.1622;2.3214;2.5425;2.5724;2.528;2.1353;2.1811;2.7705;2.7875;2.4961;2.7265;2.9775;2.1625;2.9823;2.2832;2.5667;2.377;2.2019;2.8004;2.4982;2.6779;2.5248;2.3868;2.1939;2.215;2.354;2.1314;2.5051;2.6056;2.688;2.0672;2.7067","C;D;C;D;N;D;C;N;C;C;C;C;N;C;D;D;N;N;D;D;C;N;C;D;D;D;N;N;C;N;C;N;C;N;D;N;C;C;N;D"
71,15,20,1,60,20,2,"2.2176;3.0911;3.1004;3.1725;3.1753;5.4281;12.5187;16.1605;39.2684;44.5935;57.4312;116.8214;134.7928;143.1067;167.4357;194.1303;217.1146;239.135;299.8082;721.9415;103.0373;122.1463;126.7759;137.6664;138.1516;258.3652;270.0548;313.2623;363.7255;404.4266;509.791;538.7172;601.7024;806.7532;952.1257;964.2013;1387.3108;1981.2064;2100.6738;2652.0451;2770.4204;6318.3809;7737.1002;11281.1456;11343.3162;11510.5876;11776.5417;14916.8537;15373.1653;34068.6996;34848.3769;38286.3565;42049.0884;43855.2377;47185.8717;47409.0363;58309.8431;70471.3665;79418.44;81015.4506","2.2241;2.1042;2.1744;2.3604;2.1965;2.923;2.1119;2.7136;2.9961;2.1314;2.8534;2.2718;2.1076;2.3829;2.3052;2.6346;2.6371;2.8097;2.4035;2.8838;2.673;2.9306;2.9703;2.4112;2.5395;2.9406;2.4746;2.3554;2.0613;2.7478;2.53;2.7645;2.7448;2.6106;2.6541;2.881;2.6994;2.6207;2.8708;2.9046;2.6746;2.0351;2.5143;2.6983;2.9924;2.8143;2.3372;2.6106;2.1619;2.4698;2.8485;2.746;2.3301;2.8671;2.5832;2.6087;2.1161;2.0056;2.0195;2.2162;2.3373;2.1965","D;N;C;C;C;N;N;N;C;D;C;C;C;D;D;D;N;D;D;D;D;D;D;D;N;D;C;C;N;N;N;C;D;D;C;C;D;D;D;N"
72,15,20,1,60,20,2,"1.2646;1.4951;2.431;2.6779;2.691;4.4593;9.1424;10.6285;11.0422;11.0493;13.4182;16.6426;51.8626;90.131;117.5951;222.0102;506.1255;621.2692;636.9651;686.694;147.1428;164.4727;173.4381;177.8917;186.367;292.2272;360.2157;441.6905;465.9757;521.9294;538.2171;605.2308;784.3716;979.0998;1327.1586;1361.8359;1474.8664;1611.4912;1620.5479;1853.6741;1907.7548;2082.5779;2471.7552;3306.818;3338.9537;4728.4285;6758.4644;7341.9172;12182.96;12859.3392;13302.7099;15163.068;17451.7496;22256.1309;23814.515;24918.6265;28910.9536;31555.639;44406.7745;66318.0891","2.4254;2.0136;2.5109;2.7876;2.5487;2.1099;2.1835;2.4305;2.1051;2.1829;2.4802;2.3426;2.4968;2.0201;2.237;2.9626;2.7411;2.6937;2.9031;2.5269;2.6412;2.7649;2.1726;2.0906;2.9418;2.0687;2.9907;2.5263;2.362;2.4805;2.7033;2.9543;2.8399;2.2371;2.991;2.7994;2.1033;2.485;2.6384;2.8558;2.0018;2.8864;2.5976;2.8304;2.3542;2.3465;2.3379;2.1379;2.4258;2.7474;2.4022;2.8649;2.545;2.6712;2.9909;2.3362;2.6879;2.1768;2.4552;2.0763;2.0861;2.1979","N;N;N;N;C;N;D;N;N;D;C;N;D;C;D;C;N;D;C;D;N;N;N;C;N;D;N;C;D;C;C;N;C;C;D;C;N;C;D;N"
73,15,20,1,60,20,2,"1.5497;1.7513;2.8092;2.8615;2.9901;3.5074;3.6601;3.7402;9.3452;18.7505;28.0832;33.4056;52.0064;58.0789;137.3497;185.1293;357.4378;397.746;411.154;900.1472;106.3063;113.093;113.9597;123.8789;126.6776;158.0433;244.0808;581.5388;604.8547;657.6812;674.4971;727.6686;821.7792;830.9679;929.894;1020.1927;1296.2849;2070.6849;3201.1695;3303.729;3321.706;3682.6395;4388.5948;6076.2903;6144.4404;6680.7478;7700.7953;8290.8632;8455.0984;9401.6414;11317.1905;13905.0166;14652.1447;25956.4826;33072.5145;33496.5891;38114.729;50874.3844;79007.8544;91663.1367","2.2327;2.091;2.5894;2.2941;2.4767;2.3703;2.61;2.3807;2.3814;2.771;2.9605;2.6191;2.6578;2.4805;2.9054;2.9193;2.6462;2.3769;2.7822;2.8354;2.4384;2.5526;2.4054;2.9153;2.7079;2.5591;2.6386;2.0489;2.6706;2.2944;2.4886;2.5468;2.1826;2.8671;2.6155;2.9679;2.1894;2.765;2.4337;2.6913;2.4382;2.1944;2.2747;2.2111;2.8583;2.3054;2.7353;2.1498;2.8902;2.9283;2.4029;2.4268;2.4834;2.8986;2.3441;2.3088;2.7494;2.0711;2.4885;2.8491;2.0578;2.6635","N;D;C;N;D;D;C;C;N;D;N;N;C;C;N;N;C;C;D;D;C;N;D;N;N;D;D;N;C;N;D;N;N;C;N;N;N;N;C;D"
74,15,20,1,60,20,2,"1.2365;1.4835;1.7341;1.7846;5.4079;5.9243;6.4411;18.642;23.8696;36.4818;38.3375;41.863;47.2324;83.1422;85.1481;91.615;391.1845;449.1955;523.1158;805.2459;118.1907;142.2005;194.3324;207.7248;246.9755;273.5871;314.4245;314.565;349.2533;355.982;430.2325;468.1191;534.2183;550.6716;751.6457;782.844;854.4358;1311.8115;1533.1382;2310.0934;2352.4711;2377.6487;2522.1517;4870.0084;5752.1168;9055.1301;10130.5412;10461.2544;11278.7829;14493.1037;15638.1298;18670.0731;19789.0943;24175.9978;25548.6763;35627.3001;35930.4732;36731.2606;39971.1003;91589.7546","2.0389;2.2448;2.9567;2.7652;2.5795;2.8335;2.7572;2.932;2.7668;2.8987;2.03;2.8673;2.6689;2.0864;2.8013;2.9824;2.7066;2.5702;2.6629;2.0218;2.7418;2.3495;2.9914;2.8566;2.5377;2.659;2.8766;2.6106;2.586;2.4764;2.4159;2.2696;2.9178;2.4842;2.3985;2.1579;2.8782;2.2627;2.1948;2.2745;2.4761;2.0289;2.2771;2.5444;2.9165;2.5731;2.3472;2.1799;2.4933;2.2893;2.2705;2.4848;2.8501;2.2215;2.1684;2.7948;2.348;2.2754;2.5817;2.3983;2.5607;2.0369","D;D;N;C;N;D;D;N;D;N;N;C;C;N;N;C;C;D;N;N;D;D;N;D;D;D;D;D;N;D;D;D;D;D;N;C;C;C;D;N"
75,15,20,1,60,20,2,"1.0395;1.1115;1.957;5.236;7.5975;25.0355;34.2303;38.788;43.8941;55.5794;60.0257;95.1686;137.4227;155.2884;157.5753;215.7568;221.5171;275.363;389.4237;690.2708;113.2997;116.1707;141.5769;143.7493;153.7296;166.982;177.7498;253.7834;265.8604;307.894;422.9509;601.8732;671.1666;817.5622;1496.0871;1521.6825;1652.985;1952.0098;2461.872;2536.9426;3144.8071;3151.3025;4521.5218;4608.4624;4816.8403;6098.974;6183.3279;11251.6197;11842.6141;15378.0062;17979.9256;18882.0696;26421.7024;39654.6942;39887.5701;44169.4965;56124.1413;58575.047;74537.9676;94105.0481","2.4704;2.5565;2.6756;2.5141;2.4589;2.929;2.2225;2.6879;2.7491;2.7581;2.5031;2.7023;2.4889;2.1883;2.0384;2.3933;2.8733;2.7347;2.3408;2.1142;2.586;2.4554;2.092;2.8002;2.2563;2.084;2.3167;2.9072;2.8687;2.9226;2.6268;2.6111;2.3549;2.2748;2.1536;2.091;2.4374;2.6201;2.3036;2.8328;2.741;2.1436;2.7604;2.0117;2.9632;2.941;2.6493;2.817;2.9683;2.6446;2.8823;2.0688;2.3898;2.1119;2.4407;2.3132;2.5915;2.7239;2.4554;2.6731;2.1989;2.0065","N;D;D;C;D;D;C;N;C;N;N;D;D;D;C;C;D;C;D;N;N;N;C;C;N;N;D;D;C;C;N;D;D;C;C;D;D;D;C;N"
76,15,20,1,60,20,2,"1.3001;3.6796;3.9557;3.9895;7.0811;7.956;9.1351;10.599;11.2424;12.0364;13.1452;21.204;25.345;49.7695;89.6079;163.0204;181.7401;253.2852;374.4469;715.5678;106.4385;138.8578;255.3484;475.1833;506.938;603.4127;791.1581;921.631;1210.3751;1215.2308;1317.2557;1341.7997;1665.7876;1720.3304;1801.6689;2011.268;2230.3478;2258.5378;2408.7643;3794.0373;4846.2841;5054.2885;5116.0096;6719.4799;6759.9363;7249.0068;9267.4051;17819.0849;22314.5658;22320.3125;22764.719;28583.1236;32803.3757;41701.5978;54197.7162;61017.8415;63428.1141;64050.829;65442.7402;82042.328","2.2195;2.2909;2.0194;2.5403;2.4939;2.3417;2.4417;2.1453;2.8844;2.6245;2.21;2.1086;2.5812;2.8759;2.2404;2.4984;2.7732;2.4297;2.3782;2.5088;2.3477;2.3124;2.3342;2.9861;2.8927;2.3791;2.1126;2.9339;2.4782;2.7337;2.7648;2.9577;2.0139;2.0204;2.267;2.0522;2.8019;2.1877;2.214;2.9124;2.9511;2.858;2.2499;2.6303;2.9044;2.5991;2.7539;2.9624;2.9051;2.4465;2.4415;2.8808;2.7042;2.1735;2.1499;2.3097;2.8917;2.9567;2.2561;2.5407;2.8395;2.4086","N;N;N;D;C;N;N;N;N;D;D;N;C;N;D;N;C;N;C;N;C;N;N;D;N;C;C;N;C;C;D;C;N;C;D;C;N;N;N;N"
77,15,20,1,60,20,2,"1.0104;2.8881;3.6467;4.0216;10.848;19.4352;19.6932;54.5102;54.998;56.0039;56.1073;63.4354;86.0393;104.3155;105.0174;129.2539;244.4501;541.5987;551.1404;745.1744;106.1445;135.1949;254.6932;322.2911;385.96;485.235;495.109;523.8844;560.6241;628.0241;630.0984;638.3973;821.3644;1177.542;1590.1643;2265.0677;2509.1838;2985.6441;3229.7692;5445.2408;6570.8813;8476.7534;12220.8196;12395.7777;14566.3056;15767.7879;16397.1886;17455.7272;17487.4607;19289.9397;22318.8605;22519.0523;24617.7906;25568.5095;29537.6358;46043.993;60931.8545;71574.1985;78643.9036;83214.9513","2.7477;2.545;2.9679;2.202;2.7253;2.3803;2.968;2.7303;2.6993;2.1346;2.5994;2.1521;2.466;2.6809;2.2288;2.8346;2.6352;2.7536;2.9742;2.6541;2.2667;2.5175;2.417;2.2698;2.073;2.5358;2.7617;2.3279;2.2125;2.2702;2.8826;2.1894;2.7189;2.4945;2.9879;2.9101;2.6836;2.2342;2.5401;2.0457;2.0779;2.9907;2.3304;2.9145;2.7637;2.0324;2.3923;2.9495;2.3754;2.2925;2.2276;2.6689;2.2983;2.1239;2.1886;2.7299;2.8447;2.1208;2.8994;2.09;2.6972;2.5066","D;D;N;N;N;D;D;D;C;C;N;C;N;D;D;D;D;N;N;D;N;C;N;C;N;D;D;N;N;N;C;C;N;D;N;C;C;C;D;N"
78,15,20,1,60,20,2,"1.2254;1.5967;1.8926;3.144;3.2907;4.9152;6.0282;6.0882;12.2142;30.9043;34.9462;104.9286;179.9763;187.6973;215.2461;367.3317;390.6601;574.1535;726.7378;924.0276;118.3441;127.4514;175.4215;194.7738;200.6793;256.7924;261.6105;334.8093;352.973;377.8794;409.2855;508.1079;550.7398;562.7637;648.5174;801.8939;878.8516;1083.8676;1293.4522;1537.8036;2224.3451;2260.5594;2994.6064;4300.5672;5537.3901;7557.3684;7873.3965;7893.9752;13007.7636;17192.8626;23508.9207;34518.1411;39070.704;39974.2919;40162.8563;42593.4574;49086.4928;52136.2667;54934.0018;98213.4823","2.8895;2.9952;2.2285;2.5794;2.111;2.5627;2.9006;2.0297;2.6255;2.4632;2.7701;2.475;2.0822;2.2888;2.1323;2.7272;2.9896;2.2773;2.177;2.8208;2.0596;2.4426;2.3339;2.4743;2.3022;2.4249;2.0295;2.272;2.3337;2.6523;2.7071;2.1491;2.5267;2.984;2.638;2.5268;2.1038;2.3931;2.9823;2.4853;2.5711;2.8431;2.3152;2.3789;2.2483;2.4392;2.1404;2.7089;2.709;2.4954;2.0347;2.6054;2.688;2.1731;2.8783;2.7758;2.0917;2.6156;2.201;2.226;2.1462;2.859","C;D;D;N;D;D;N;D;D;N;D;C;C;N;N;D;D;N;C;C;N;N;N;N;D;C;N;D;D;N;N;C;N;N;D;N;D;N;D;C"
79,15,20,1,60,20,2,"2.4486;2.4802;2.8755;3.4355;4.2103;6.1961;10.8003;11.2455;18.3353;39.2576;54.8931;79.209;92.6618;102.0802;109.3678;116.2703;132.2593;166.7614;308.3996;533.1991;114.3034;140.934;156.5068;207.7913;245.5441;299.0135;321.9712;361.6663;392.6257;398.2176;454.8851;465.9705;542.4629;687.7391;705.2999;779.8004;814.7815;918.7919;1049.7978;1504.6078;1850.8578;1918.8283;2031.0985;2328.5433;2580.2359;2882.9377;3429.9641;3739.9943;4283.9841;4686.1917;8337.399;10476.686;11349.2409;14348.883;15764.465;36065.119;42758.4137;60724.9641;61682.5486;74760.4281","2.0139;2.2366;2.8308;2.0181;2.2089;2.7841;2.3273;2.4039;2.1258;2.4848;2.221;2.8391;2.5323;2.4709;2.5502;2.4081;2.2702;2.7982;2.59;2.7095;2.3432;2.0872;2.7409;2.5095;2.1181;2.3402;2.9398;2.652;2.1366;2.6177;2.0426;2.5958;2.7939;2.0174;2.1067;2.9682;2.7699;2.3059;2.724;2.6043;2.1772;2.3671;2.4407;2.2209;2.6706;2.5234;2.2812;2.2606;2.7304;2.0678;2.6852;2.5129;2.1432;2.599;2.4631;2.0837;2.3588;2.3843;2.7838;2.8476;2.2155;2.9469","N;C;N;N;N;C;C;D;D;N;D;C;D;D;N;C;C;D;N;D;C;N;D;D;C;C;C;D;D;C;C;N;N;D;C;C;N;N;C;D"
80,15,20,1,60,20,2,"1.7629;2.4379;3.076;3.0895;3.9198;4.0198;4.2287;6.2203;6.6397;20.2386;42.7113;62.3152;67.0264;75.655;91.0176;144.9241;155.078;535.4159;617.9874;672.1782;103.0715;125.446;188.0602;247.5455;257.607;396.6042;474.3121;496.4514;558.4659;594.9572;901.4889;927.6833;954.7865;975.1322;1434.6255;1806.1995;2191.7965;2257.0125;2859.4134;3282.6783;3752.5316;3819.9228;4470.0832;4853.8617;5541.1789;5876.2417;7744.4634;11034.5964;11759.9718;25106.8165;44478.5016;46231.3735;46492.2959;53841.2477;54606.6132;63154.5277;63220.3883;72297.5017;73625.0145;81227.7613","2.187;2.8489;2.7476;2.5639;2.6108;2.713;2.1408;2.3087;2.836;2.9205;2.7849;2.864;2.0624;2.5535;2.5104;2.928;2.3306;2.7354;2.7197;2.4773;2.5703;2.8919;2.5294;2.7314;2.1118;2.7676;2.5716;2.5655;2.3689;2.4917;2.9081;2.4104;2.6176;2.2959;2.4453;2.6488;2.4811;2.0035;2.0052;2.8196;2.0903;2.1399;2.4444;2.9689;2.6311;2.2368;2.0662;2.6285;2.3192;2.956;2.9261;2.8108;2.6866;2.2659;2.8462;2.4326;2.2044;2.2874;2.4914;2.6101;2.9462;2.7184","C;D;C;D;D;N;D;N;D;D;N;N;C;N;C;C;N;C;N;D;N;D;N;C;N;N;N;D;C;N;N;N;D;D;N;C;N;N;N;N"
81,15,20,1,60,20,2,"1.4675;1.5433;1.7865;1.9417;2.3711;2.5369;3.1982;13.4201;14.5394;16.6804;20.6667;38.3743;52.3569;95.1115;215.1949;264.5964;428.2825;744.7903;826.8887;962.8345;104.8518;114.735;122.697;166.9423;210.0137;245.3361;280.7107;294.6134;324.2254;333.8389;342.6077;343.2377;440.7327;513.5576;557.3098;660.8602;788.0532;845.163;857.5482;1054.5005;1373.0246;1556.5411;1862.6191;2547.3025;2949.6739;3647.6744;3933.6913;3958.3115;5700.513;5946.8519;6816.2007;8357.9028;8698.1704;8878.2698;12006.9617;26424.6978;33925.205;42498.1137;51654.1352;65616.9865","2.9936;2.4533;2.6658;2.756;2.5975;2.71;2.0732;2.2993;2.4532;2.0596;2.2537;2.2563;2.8521;2.8536;2.3538;2.9273;2.8979;2.9435;2.5841;2.5907;2.1812;2.5907;2.4337;2.1624;2.3376;2.3543;2.7405;2.1413;2.2591;2.0542;2.0185;2.2538;2.6045;2.0168;2.6816;2.0514;2.8572;2.1452;2.5481;2.6732;2.8299;2.7189;2.0248;2.3857;2.737;2.012;2.9491;2.5867;2.7867;2.8658;2.7023;2.0462;2.862;2.5645;2.8605;2.2984;2.9133;2.4519;2.5431;2.9998;2.6824;2.5867","C;D;C;C;C;D;C;D;N;D;C;C;N;N;D;N;N;C;D;N;C;C;N;D;N;N;D;C;C;N;C;D;D;N;D;N;N;N;D;D"
82,15,20,1,60,20,2,"1.1969;1.7462;2.4286;3.3791;4.3799;5.8965;9.2709;12.1687;13.5573;14.9157;23.8422;30.9658;32.5873;42.5708;59.4424;71.2892;200.8927;230.1461;627.1776;945.3277;128.5808;135.3954;140.283;189.3535;197.0789;322.9063;334.1516;348.5382;351.2628;394.146;470.1946;572.4922;745.3267;930.6116;1257.2358;1281.7978;1525.1209;1609.1317;1976.9775;2300.6765;2973.6337;3084.2109;3336.2686;4707.8534;4958.3496;5473.3857;5658.9763;8506.9623;10880.629;11598.1959;15592.1891;17535.5915;23296.5448;48864.0894;56750.7516;63718.2387;65106.5015;70470.3943;80808.321;93761.019","2.9552;2.7947;2.222;2.4296;2.6442;2.8703;2.5831;2.5654;2.2608;2.6563;2.6642;2.2739;2.8239;2.4587;2.878;2.9662;2.3335;2.6505;2.3432;2.1091;2.8411;2.367;2.5386;2.8212;2.01;2.7671;2.6853;2.7281;2.1324;2.8039;2.0468;2.8384;2.5273;2.2853;2.4407;2.1168;2.3218;2.3304;2.175;2.178;2.7034;2.3418;2.2612;2.8956;2.4088;2.4;2.0357;2.1814;2.0062;2.3647;2.4775;2.8726;2.8684;2.7966;2.4795;2.3286;2.963;2.7619;2.1278;2.2285;2.5779;2.107","C;N;D;C;C;C;N;N;C;N;C;D;C;D;N;C;C;D;C;C;N;D;D;N;D;D;D;D;N;C;C;D;D;D;N;C;C;C;C;C"
83,15,20,1,60,20,2,"1.7746;4.7928;6.216;6.7427;7.6049;11.8307;21.3855;39.6974;47.1182;55.6223;62.8991;85.9758;93.1983;128.6659;235.1484;327.9064;365.7802;474.3276;642.4059;710.5329;141.1603;151.269;163.0076;166.4203;177.8076;206.1463;356.7594;415.7174;440.2062;461.9528;620.127;667.1977;906.679;1067.5634;1131.8574;1275.9364;1278.7167;1332.2522;1461.5958;1632.2824;1693.5847;2185.2647;4354.2145;5745.4091;8729.7905;10393.8317;10448.2209;11215.0912;12859.4553;13131.1772;14763.8244;15955.1125;19166.2723;25016.7943;31749.941;46999.8076;48010.7619;50064.6242;60636.8212;67835.8812","2.9473;2.8707;2.8891;2.9539;2.0095;2.3738;2.4358;2.7871;2.2761;2.0075;2.7413;2.3758;2.3815;2.6251;2.8009;2.6381;2.0233;2.7057;2.8599;2.7342;2.8429;2.2005;2.8643;2.7121;2.0606;2.2514;2.2776;2.0567;2.6319;2.0179;2.401;2.8227;2.9095;2.2194;2.6452;2.1095;2.7031;2.0164;2.6761;2.9202;2.823;2.5367;2.4179;2.9628;2.5332;2.2832;2.7207;2.9068;2.5547;2.9378;2.5209;2.1724;2.7285;2.088;2.6115;2.0555;2.3213;2.0707;2.0228;2.8612;2.3786;2.4402","N;C;D;C;N;D;C;N;C;N;C;C;N;D;N;N;D;N;N;C;D;D;N;C;C;N;C;C;N;N;N;N;N;D;N;N;N;D;N;C"
84,15,20,1,60,20,2,"1.2287;1.5141;1.9524;2.2229;2.5364;3.1283;4.0839;4.5814;11.3116;11.4278;12.6118;14.0986;23.2634;53.9933;59.0507;107.6415;135.367;246.8117;402.456;931.8371;104.5707;107.771;157.5115;179.2924;223.7872;232.2339;251.2131;253.8464;314.1071;413.4565;482.2678;620.3203;673.5436;798.0181;1284.0955;1543.2202;1550.5343;1674.4577;1707.3396;1884.2707;2251.9936;2356.1867;2508.3883;2782.0878;3100.2424;5377.4293;7558.9285;13003.9221;16212.3815;18158.0925;19223.2692;20524.4319;23330.3378;23420.3834;25554.9418;33184.2793;44675.1566;52648.6417;57705.3394;83915.5801","2.3236;2.7398;2.2262;2.3767;2.2429;2.7396;2.0386;2.2818;2.8182;2.2176;2.1867;2.3533;2.5834;2.7103;2.0796;2.6805;2.0728;2.7606;2.5269;2.1936;2.2841;2.1414;2.006;2.1154;2.0153;2.241;2.0742;2.8711;2.0142;2.4212;2.1974;2.457;2.8309;2.9915;2.8231;2.3631;2.5458;2.3178;2.8497;2.9278;2.7517;2.9438;2.0966;2.1815;2.8423;2.0289;2.1081;2.3766;2.6493;2.1627;2.5552;2.7493;2.9147;2.7881;2.6127;2.9041;2.9345;2.0431;2.0949;2.0885;2.1478;2.8599","C;C;C;N;N;C;C;N;N;D;N;N;N;C;D;D;D;N;C;C;D;N;D;N;D;C;C;D;D;N;C;D;C;D;D;N;C;C;D;N"
85,15,20,1,60,20,2,"1.1849;1.2544;3.7616;3.8085;20.1392;24.0089;24.2112;30.7126;49.2427;55.6343;66.8855;99.5718;125.2431;207.2214;359.7183;467.4999;584.3334;759.2231;828.5239;921.1772;106.7154;120.4048;153.4012;183.4169;230.8385;296.9036;349.4964;445.7;517.287;596.561;628.1767;738.4515;818.2193;1191.4469;2312.6463;3793.4792;3874.8677;5338.8305;5841.3934;7234.2917;7835.1089;9242.9102;10180.0498;12277.4211;12600.0343;12994.6453;15701.2513;16868.3916;17019.9109;25463.4449;26339.5879;32539.4303;41063.6635;51238.5608;56772.4297;64030.8161;67854.6843;82442.0531;87445.8935;92308.3143","2.3248;2.1214;2.4564;2.8187;2.3507;2.7216;2.4932;2.4054;2.868;2.4672;2.0109;2.491;2.9845;2.0893;2.8679;2.8894;2.7607;2.0403;2.1483;2.4286;2.8362;2.6548;2.6177;2.0108;2.9479;2.5429;2.0443;2.3767;2.4315;2.479;2.2715;2.4772;2.1658;2.9576;2.3236;2.3757;2.9933;2.3148;2.7064;2.5622;2.5153;2.0242;2.7193;2.1689;2.2587;2.5994;2.1351;2.4999;2.6953;2.0868;2.3268;2.98;2.7529;2.749;2.2128;2.2474;2.544;2.9786;2.1721;2.3894;2.9047;2.6731","N;C;N;N;N;C;N;C;D;C;N;N;N;D;N;D;D;C;N;D;D;D;D;D;C;D;C;D;C;N;N;D;D;D;C;D;N;D;N;D"
86,15,20,1,60,20,2,"1.6694;1.744;2.202;3.0376;4.2634;4.9437;6.0363;8.237;11.7787;17.0116;19.3308;28.9657;34.3464;35.2473;43.2216;109.2688;197.4054;241.6606;710.6151;790.29;102.0419;107.413;135.3784;449.5038;463.7599;497.3375;561.8909;649.5;655.6474;767.543;1576.4932;1889.295;2456.3392;2522.7602;2573.1636;2693.9151;2853.6598;4053.0426;4109.7466;4243.846;4592.5827;5940.7629;6095.7878;7989.3699;7995.127;8298.2833;8675.9654;12101.392;14890.7414;19874.1926;20171.9796;21721.9391;23424.2369;24883.076;31538.7078;31954.6121;37456.6536;48461.3233;72507.6513;80950.0266","2.7466;2.7935;2.5412;2.7779;2.8175;2.2699;2.095;2.0405;2.6813;2.6209;2.0878;2.5281;2.3334;2.2693;2.757;2.0052;2.0156;2.0704;2.5982;2.071;2.6953;2.3338;2.926;2.2028;2.1796;2.4109;2.146;2.3096;2.4459;2.3412;2.6792;2.1632;2.6371;2.5121;2.1262;2.6352;2.4458;2.0152;2.3192;2.3209;2.5645;2.0517;2.5854;2.3464;2.8053;2.8309;2.0392;2.8629;2.3892;2.8919;2.1191;2.2397;2.8705;2.8212;2.9899;2.0297;2.4016;2.2836;2.6133;2.1693;2.2369;2.0773","C;D;D;D;D;C;N;C;N;D;N;D;D;D;C;D;C;D;D;C;D;N;D;D;C;C;N;C;N;C;N;D;C;N;D;D;N;N;N;N"
